,date_time,symbol,name,open,low,high,close,chg,pct_chg,volume,turnover,suspend
0,2002-01-04,399300,沪深300,1316.46,1316.46,1316.46,1316.46,0,0,0,0.0,True
1,2002-01-07,399300,沪深300,1302.08,1302.08,1302.08,1302.08,-14.38,-1.0923,0,0.0,False
2,2002-01-08,399300,沪深300,1292.71,1292.71,1292.71,1292.71,-9.37,-0.7196,0,0.0,False
3,2002-01-09,399300,沪深300,1272.65,1272.65,1272.65,1272.65,-20.06,-1.5518,0,0.0,False
4,2002-01-10,399300,沪深300,1281.26,1281.26,1281.26,1281.26,8.61,0.6765,0,0.0,False
5,2002-01-11,399300,沪深300,1249.81,1249.81,1249.81,1249.81,-31.45,-2.4546,0,0.0,False
6,2002-01-14,399300,沪深300,1205.15,1205.15,1205.15,1205.15,-44.66,-3.5733,0,0.0,False
7,2002-01-15,399300,沪深300,1186.43,1186.43,1186.43,1186.43,-18.72,-1.5533,0,0.0,False
8,2002-01-16,399300,沪深300,1201.88,1201.88,1201.88,1201.88,15.45,1.3022,0,0.0,False
9,2002-01-17,399300,沪深300,1152.15,1152.15,1152.15,1152.15,-49.73,-4.1377,0,0.0,False
10,2002-01-18,399300,沪深300,1149.48,1149.48,1149.48,1149.48,-2.67,-0.2317,0,0.0,False
11,2002-01-21,399300,沪深300,1108.61,1108.61,1108.61,1108.61,-40.87,-3.5555,0,0.0,False
12,2002-01-22,399300,沪深300,1109.99,1109.99,1109.99,1109.99,1.38,0.1245,0,0.0,False
13,2002-01-23,399300,沪深300,1183.15,1183.15,1183.15,1183.15,73.16,6.5911,0,0.0,False
14,2002-01-24,399300,沪深300,1189.58,1189.58,1189.58,1189.58,6.43,0.5435,0,0.0,False
15,2002-01-25,399300,沪深300,1189.43,1189.43,1189.43,1189.43,-0.15,-0.0126,0,0.0,False
16,2002-01-28,399300,沪深300,1112.83,1112.83,1112.83,1112.83,-76.6,-6.4401,0,0.0,False
17,2002-01-29,399300,沪深300,1140.38,1140.38,1140.38,1140.38,27.55,2.4757,0,0.0,False
18,2002-01-30,399300,沪深300,1145.86,1145.86,1145.86,1145.86,5.48,0.4805,0,0.0,False
19,2002-01-31,399300,沪深300,1221.76,1221.76,1221.76,1221.76,75.9,6.6238,0,0.0,False
