,date_time,cash,pos_399300.SZ,mkv_399300.SZ,mkt_value
72,2005-04-25,10000000.0,0,0.0,10000000.0
73,2005-04-26,10000000.0,0,0.0,10000000.0
74,2005-04-27,10000000.0,0,0.0,10000000.0
75,2005-04-28,10000000.0,0,0.0,10000000.0
76,2005-04-29,10000000.0,0,0.0,10000000.0
77,2005-05-09,10000000.0,0,0.0,10000000.0
78,2005-05-10,10000000.0,0,0.0,10000000.0
79,2005-05-11,10000000.0,0,0.0,10000000.0
80,2005-05-12,10000000.0,0,0.0,10000000.0
81,2005-05-13,10000000.0,0,0.0,10000000.0
82,2005-05-16,10000000.0,0,0.0,10000000.0
83,2005-05-17,10000000.0,0,0.0,10000000.0
84,2005-05-18,10000000.0,0,0.0,10000000.0
85,2005-05-19,10000000.0,0,0.0,10000000.0
86,2005-05-20,10000000.0,0,0.0,10000000.0
87,2005-05-23,10000000.0,0,0.0,10000000.0
88,2005-05-24,10000000.0,0,0.0,10000000.0
89,2005-05-25,10000000.0,0,0.0,10000000.0
90,2005-05-26,10000000.0,0,0.0,10000000.0
91,2005-05-27,10000000.0,0,0.0,10000000.0
92,2005-05-30,10000000.0,0,0.0,10000000.0
93,2005-05-31,10000000.0,0,0.0,10000000.0
94,2005-06-01,10000000.0,0,0.0,10000000.0
95,2005-06-02,10000000.0,0,0.0,10000000.0
96,2005-06-03,10000000.0,0,0.0,10000000.0
97,2005-06-06,10000000.0,0,0.0,10000000.0
98,2005-06-07,10000000.0,0,0.0,10000000.0
99,2005-06-08,10000000.0,0,0.0,10000000.0
100,2005-06-09,10000000.0,0,0.0,10000000.0
101,2005-06-10,10000000.0,0,0.0,10000000.0
102,2005-06-13,10000000.0,0,0.0,10000000.0
103,2005-06-14,10000000.0,0,0.0,10000000.0
104,2005-06-15,10000000.0,0,0.0,10000000.0
105,2005-06-16,10000000.0,0,0.0,10000000.0
106,2005-06-17,10000000.0,0,0.0,10000000.0
107,2005-06-20,10000000.0,0,0.0,10000000.0
108,2005-06-21,10000000.0,0,0.0,10000000.0
109,2005-06-22,10000000.0,0,0.0,10000000.0
110,2005-06-23,10000000.0,0,0.0,10000000.0
111,2005-06-24,10000000.0,0,0.0,10000000.0
112,2005-06-27,10000000.0,0,0.0,10000000.0
113,2005-06-28,10000000.0,0,0.0,10000000.0
114,2005-06-29,10000000.0,0,0.0,10000000.0
115,2005-06-30,10000000.0,0,0.0,10000000.0
116,2005-07-01,10000000.0,0,0.0,10000000.0
117,2005-07-04,10000000.0,0,0.0,10000000.0
118,2005-07-05,10000000.0,0,0.0,10000000.0
119,2005-07-06,10000000.0,0,0.0,10000000.0
120,2005-07-07,10000000.0,0,0.0,10000000.0
121,2005-07-08,10000000.0,0,0.0,10000000.0
122,2005-07-11,10000000.0,0,0.0,10000000.0
123,2005-07-12,10000000.0,0,0.0,10000000.0
124,2005-07-13,10000000.0,0,0.0,10000000.0
125,2005-07-14,10000000.0,0,0.0,10000000.0
126,2005-07-15,10000000.0,0,0.0,10000000.0
127,2005-07-18,10000000.0,0,0.0,10000000.0
128,2005-07-19,10000000.0,0,0.0,10000000.0
129,2005-07-20,10000000.0,0,0.0,10000000.0
130,2005-07-21,53853.24999999814,11800,9959046.6,10012899.849999998
131,2005-07-22,53853.24999999814,11800,10144377.4,10198230.649999999
132,2005-07-25,53853.24999999814,11800,10110948.0,10164801.249999998
133,2005-07-26,53853.24999999814,11800,10342464.0,10396317.249999998
134,2005-07-27,53853.24999999814,11800,10549341.6,10603194.849999998
135,2005-07-28,53853.24999999814,11800,10512443.0,10566296.249999998
136,2005-07-29,53853.24999999814,11800,10480335.2,10534188.449999997
137,2005-08-01,53853.24999999814,11800,10520962.6,10574815.849999998
138,2005-08-02,53853.24999999814,11800,10662456.4,10716309.649999999
139,2005-08-03,53853.24999999814,11800,10732926.0,10786779.249999998
140,2005-08-04,53853.24999999814,11800,10668970.0,10722823.249999998
141,2005-08-05,53853.24999999814,11800,10900875.4,10954728.649999999
142,2005-08-08,53853.24999999814,11800,10944157.8,10998011.049999999
143,2005-08-09,53853.24999999814,11800,11010450.200000001,11064303.45
144,2005-08-10,53853.24999999814,11800,11096366.0,11150219.249999998
145,2005-08-11,53853.24999999814,11800,11257105.6,11310958.849999998
146,2005-08-12,53853.24999999814,11800,11072128.8,11125982.049999999
147,2005-08-15,53853.24999999814,11800,11263123.6,11316976.849999998
148,2005-08-16,53853.24999999814,11800,11151684.4,11205537.649999999
149,2005-08-17,53853.24999999814,11800,11245541.6,11299394.849999998
150,2005-08-18,53853.24999999814,11800,10863917.8,10917771.049999999
151,2005-08-19,53853.24999999814,11800,10891848.4,10945701.649999999
152,2005-08-22,53853.24999999814,11800,10993741.4,11047594.649999999
153,2005-08-23,53853.24999999814,11800,10896285.2,10950138.449999997
154,2005-08-24,53853.24999999814,11800,10981681.799999999,11035535.049999997
155,2005-08-25,53853.24999999814,11800,10975392.4,11029245.649999999
156,2005-08-26,53853.24999999814,11800,10953444.4,11007297.649999999
157,2005-08-29,53853.24999999814,11800,10824977.799999999,10878831.049999997
158,2005-08-30,53853.24999999814,11800,10795584.0,10849437.249999998
159,2005-08-31,53853.24999999814,11800,10949408.8,11003262.049999999
160,2005-09-01,53853.24999999814,11800,11145796.2,11199649.449999997
161,2005-09-02,53853.24999999814,11800,11184877.799999999,11238731.049999997
162,2005-09-05,53853.24999999814,11800,11242060.6,11295913.849999998
163,2005-09-06,53853.24999999814,11800,11051998.0,11105851.249999998
164,2005-09-07,53853.24999999814,11800,11242544.4,11296397.649999999
165,2005-09-08,53853.24999999814,11800,11272327.6,11326180.849999998
166,2005-09-09,53853.24999999814,11800,11198967.0,11252820.249999998
167,2005-09-12,53853.24999999814,11800,11204170.799999999,11258024.049999997
168,2005-09-13,53853.24999999814,11800,11372533.2,11426386.449999997
169,2005-09-14,53853.24999999814,11800,11448277.4,11502130.649999999
170,2005-09-15,53853.24999999814,11800,11441256.4,11495109.649999999
171,2005-09-16,53853.24999999814,11800,11416441.0,11470294.249999998
172,2005-09-19,53853.24999999814,11800,11459404.799999999,11513258.049999997
173,2005-09-20,53853.24999999814,11800,11350644.2,11404497.449999997
174,2005-09-21,53853.24999999814,11800,11144014.4,11197867.649999999
175,2005-09-22,53853.24999999814,11800,10894633.2,10948486.449999997
176,2005-09-23,53853.24999999814,11800,10810617.2,10864470.449999997
177,2005-09-26,53853.24999999814,11800,10838123.0,10891976.249999998
178,2005-09-27,53853.24999999814,11800,10669725.200000001,10723578.45
179,2005-09-28,53853.24999999814,11800,10663884.200000001,10717737.45
180,2005-09-29,53853.24999999814,11800,10808505.0,10862358.249999998
181,2005-09-30,53853.24999999814,11800,10825225.600000001,10879078.85
182,2005-10-10,53853.24999999814,11800,10706387.8,10760241.049999999
183,2005-10-11,53853.24999999814,11800,10852696.0,10906549.249999998
184,2005-10-12,53853.24999999814,11800,10897123.0,10950976.249999998
185,2005-10-13,53853.24999999814,11800,10814688.200000001,10868541.45
186,2005-10-14,53853.24999999814,11800,10676970.4,10730823.649999999
187,2005-10-17,53853.24999999814,11800,10591951.4,10645804.649999999
188,2005-10-18,53853.24999999814,11800,10647918.8,10701772.049999999
189,2005-10-19,53853.24999999814,11800,10605179.199999997,10659032.449999996
190,2005-10-20,53853.24999999814,11800,10618997.0,10672850.249999998
191,2005-10-21,53853.24999999814,11800,10672085.2,10725938.449999997
192,2005-10-24,53853.24999999814,11800,10698493.6,10752346.849999998
193,2005-10-25,53853.24999999814,11800,10552409.599999998,10606262.849999996
194,2005-10-26,53853.24999999814,11800,10334676.0,10388529.249999998
195,2005-10-27,53853.24999999814,11800,10335018.199999997,10388871.449999996
196,2005-10-28,53853.24999999814,11800,10239202.199999997,10293055.449999996
197,2005-10-31,53853.24999999814,11800,10340127.599999998,10393980.849999996
198,2005-11-01,53853.24999999814,11800,10299807.0,10353660.249999998
199,2005-11-02,53853.24999999814,11800,10413240.400000002,10467093.65
200,2005-11-03,53853.24999999814,11800,10319985.0,10373838.249999998
201,2005-11-04,53853.24999999814,11800,10364659.8,10418513.049999999
202,2005-11-07,53853.24999999814,11800,10351880.4,10405733.649999999
203,2005-11-08,53853.24999999814,11800,10401983.2,10455836.449999997
204,2005-11-09,53853.24999999814,11800,10375173.6,10429026.849999998
205,2005-11-10,53853.24999999814,11800,10183022.400000002,10236875.65
206,2005-11-11,53853.24999999814,11800,10204522.0,10258375.249999998
207,2005-11-14,53853.24999999814,11800,10173358.2,10227211.449999997
208,2005-11-15,53853.24999999814,11800,10108293.0,10162146.249999998
209,2005-11-16,53853.24999999814,11800,10184804.199999997,10238657.449999996
210,2005-11-17,53853.24999999814,11800,10179364.4,10233217.649999999
211,2005-11-18,53853.24999999814,11800,10410443.8,10464297.049999999
212,2005-11-21,53853.24999999814,11800,10429677.800000003,10483531.05
213,2005-11-22,53853.24999999814,11800,10261480.6,10315333.849999998
214,2005-11-23,53853.24999999814,11800,10339502.199999997,10393355.449999996
215,2005-11-24,53853.24999999814,11800,10401617.4,10455470.649999999
216,2005-11-25,53853.24999999814,11800,10432439.0,10486292.249999998
217,2005-11-28,53853.24999999814,11800,10385970.599999998,10439823.849999996
218,2005-11-29,53853.24999999814,11800,10281458.0,10335311.249999998
219,2005-11-30,53853.24999999814,11800,10311135.0,10364988.249999998
220,2005-12-01,53853.24999999814,11800,10302190.6,10356043.849999998
221,2005-12-02,53853.24999999814,11800,10265244.8,10319098.049999999
222,2005-12-05,53853.24999999814,11800,10143398.0,10197251.249999998
223,2005-12-06,53853.24999999814,11800,10219685.0,10273538.249999998
224,2005-12-07,53853.24999999814,11800,10311288.400000002,10365141.65
225,2005-12-08,53853.24999999814,11800,10313860.8,10367714.049999999
226,2005-12-09,53853.24999999814,11800,10470824.400000002,10524677.65
227,2005-12-12,53853.24999999814,11800,10484512.4,10538365.649999999
228,2005-12-13,53853.24999999814,11800,10491391.8,10545245.049999999
229,2005-12-14,53853.24999999814,11800,10598205.4,10652058.649999999
230,2005-12-15,53853.24999999814,11800,10577921.2,10631774.449999997
231,2005-12-16,53853.24999999814,11800,10650219.8,10704073.049999999
232,2005-12-19,53853.24999999814,11800,10654338.0,10708191.249999998
233,2005-12-20,53853.24999999814,11800,10706352.4,10760205.649999999
234,2005-12-21,53853.24999999814,11800,10657099.2,10710952.449999997
235,2005-12-22,53853.24999999814,11800,10723297.200000001,10777150.45
236,2005-12-23,53853.24999999814,11800,10807502.0,10861355.249999998
237,2005-12-26,53853.24999999814,11800,10884060.4,10937913.649999999
238,2005-12-27,53853.24999999814,11800,10848448.0,10902301.249999998
239,2005-12-28,53853.24999999814,11800,10866844.2,10920697.449999997
240,2005-12-29,53853.24999999814,11800,10997965.799999999,11051819.049999997
241,2005-12-30,53853.24999999814,11800,10896721.8,10950575.049999999
242,2006-01-04,53853.24999999814,11800,11108850.4,11162703.649999999
243,2006-01-05,53853.24999999814,11800,11317781.2,11371634.449999997
244,2006-01-06,53853.24999999814,11800,11446377.6,11500230.849999998
245,2006-01-09,53853.24999999814,11800,11507985.4,11561838.649999999
246,2006-01-10,53853.24999999814,11800,11542217.2,11596070.449999997
247,2006-01-11,53853.24999999814,11800,11487028.6,11540881.849999998
248,2006-01-12,53853.24999999814,11800,11607848.8,11661702.049999999
249,2006-01-13,53853.24999999814,11800,11549946.2,11603799.449999997
250,2006-01-16,53853.24999999814,11800,11344980.2,11398833.449999997
251,2006-01-17,53853.24999999814,11800,11378622.0,11432475.249999998
252,2006-01-18,53853.24999999814,11800,11606739.6,11660592.849999998
253,2006-01-19,53853.24999999814,11800,11696419.6,11750272.849999998
254,2006-01-20,53853.24999999814,11800,11721412.0,11775265.249999998
255,2006-01-23,53853.24999999814,11800,11754711.6,11808564.849999998
256,2006-01-24,53853.24999999814,11800,11789297.4,11843150.649999999
257,2006-01-25,53853.24999999814,11800,11913244.6,11967097.849999998
258,2006-02-06,53853.24999999814,11800,12192161.2,12246014.449999997
259,2006-02-07,53853.24999999814,11800,12153256.6,12207109.849999998
260,2006-02-08,53853.24999999814,11800,12190249.599999998,12244102.849999996
261,2006-02-09,53853.24999999814,11800,12031268.200000001,12085121.45
262,2006-02-10,53853.24999999814,11800,12181576.6,12235429.849999998
263,2006-02-13,53853.24999999814,11800,12173045.200000001,12226898.45
264,2006-02-14,53853.24999999814,11800,12254665.799999999,12308519.049999997
265,2006-02-15,53853.24999999814,11800,12291588.000000002,12345441.25
266,2006-02-16,53853.24999999814,11800,12037427.799999999,12091281.049999997
267,2006-02-17,53853.24999999814,11800,12040342.4,12094195.649999999
268,2006-02-20,53853.24999999814,11800,12055340.2,12109193.449999997
269,2006-02-21,53853.24999999814,11800,12258028.8,12311882.049999999
270,2006-02-22,53853.24999999814,11800,12247043.0,12300896.249999998
271,2006-02-23,53853.24999999814,11800,12288201.4,12342054.649999999
272,2006-02-24,53853.24999999814,11800,12383439.2,12437292.449999997
273,2006-02-27,53853.24999999814,11800,12364571.0,12418424.249999998
274,2006-02-28,53853.24999999814,11800,12425518.0,12479371.249999998
275,2006-03-01,53853.24999999814,11800,12468104.2,12521957.449999997
276,2006-03-02,53853.24999999814,11800,12256258.800000004,12310112.050000003
277,2006-03-03,53853.24999999814,11800,12291788.6,12345641.849999998
278,2006-03-06,53853.24999999814,11800,12258701.4,12312554.649999999
279,2006-03-07,53853.24999999814,11800,11976681.4,12030534.649999999
280,2006-03-08,53853.24999999814,11800,11909397.799999999,11963251.049999997
281,2006-03-09,53853.24999999814,11800,11851259.200000001,11905112.45
282,2006-03-10,53853.24999999814,11800,11904984.600000001,11958837.85
283,2006-03-13,53853.24999999814,11800,12034395.200000001,12088248.45
284,2006-03-14,53853.24999999814,11800,12015609.600000001,12069462.85
285,2006-03-15,53853.24999999814,11800,12141704.4,12195557.649999999
286,2006-03-16,53853.24999999814,11800,12125868.8,12179722.049999999
287,2006-03-17,53853.24999999814,11800,12083377.000000002,12137230.25
288,2006-03-20,53853.24999999814,11800,12244376.200000001,12298229.45
289,2006-03-21,53853.24999999814,11800,12280932.600000001,12334785.85
290,2006-03-22,53853.24999999814,11800,12362458.800000004,12416312.050000003
291,2006-03-23,53853.24999999814,11800,12372736.6,12426589.849999998
292,2006-03-24,53853.24999999814,11800,12302691.8,12356545.049999999
293,2006-03-27,53853.24999999814,11800,12398342.600000001,12452195.85
294,2006-03-28,12448476.35,0,0.0,12448476.35
295,2006-03-29,12448476.35,0,0.0,12448476.35
296,2006-03-30,12448476.35,0,0.0,12448476.35
297,2006-03-31,12448476.35,0,0.0,12448476.35
298,2006-04-03,12448476.35,0,0.0,12448476.35
299,2006-04-04,12448476.35,0,0.0,12448476.35
300,2006-04-05,12448476.35,0,0.0,12448476.35
301,2006-04-06,12448476.35,0,0.0,12448476.35
302,2006-04-07,88515.06999999844,11200,12355324.8,12443839.87
303,2006-04-10,88515.06999999844,11200,12520592.0,12609107.069999998
304,2006-04-11,88515.06999999844,11200,12581049.6,12669564.669999998
305,2006-04-12,88515.06999999844,11200,12511217.600000001,12599732.67
306,2006-04-13,88515.06999999844,11200,12251960.0,12340475.069999998
307,2006-04-14,88515.06999999844,11200,12528398.4,12616913.469999999
308,2006-04-17,88515.06999999844,11200,12593436.8,12681951.87
309,2006-04-18,88515.06999999844,11200,12670347.2,12758862.269999998
310,2006-04-19,88515.06999999844,11200,12748299.2,12836814.269999998
311,2006-04-20,88515.06999999844,11200,12705067.200000001,12793582.27
312,2006-04-21,88515.06999999844,11200,12870569.6,12959084.669999998
313,2006-04-24,88515.06999999844,11200,12798217.600000001,12886732.67
314,2006-04-25,88515.06999999844,11200,12789616.0,12878131.069999998
315,2006-04-26,88515.06999999844,11200,12944131.200000001,13032646.27
316,2006-04-27,88515.06999999844,11200,12939001.6,13027516.669999998
317,2006-04-28,88515.06999999844,11200,13130286.4,13218801.469999999
318,2006-05-08,88515.06999999844,11200,13646584.0,13735099.069999998
319,2006-05-09,88515.06999999844,11200,14018043.200000001,14106558.27
320,2006-05-10,88515.06999999844,11200,14178449.6,14266964.669999998
321,2006-05-11,88515.06999999844,11200,14056392.0,14144907.069999998
322,2006-05-12,88515.06999999844,11200,14518078.4,14606593.469999999
323,2006-05-15,88515.06999999844,11200,15144136.0,15232651.069999998
324,2006-05-16,88515.06999999844,11200,14908622.400000004,14997137.470000003
325,2006-05-17,88515.06999999844,11200,14957857.6,15046372.669999998
326,2006-05-18,88515.06999999844,11200,14909451.200000001,14997966.27
327,2006-05-19,88515.06999999844,11200,15300286.400000002,15388801.47
328,2006-05-22,88515.06999999844,11200,15385148.799999999,15473663.869999997
329,2006-05-23,88515.06999999844,11200,14757724.8,14846239.87
330,2006-05-24,88515.06999999844,11200,14652310.4,14740825.469999999
331,2006-05-25,88515.06999999844,11200,14646206.399999999,14734721.469999997
332,2006-05-26,88515.06999999844,11200,14907424.0,14995939.069999998
333,2006-05-29,88515.06999999844,11200,15302470.399999999,15390985.469999997
334,2006-05-30,88515.06999999844,11200,15442067.200000001,15530582.27
335,2006-05-31,88515.06999999844,11200,15293051.200000001,15381566.27
336,2006-06-01,88515.06999999844,11200,15712244.799999999,15800759.869999997
337,2006-06-02,88515.06999999844,11200,15569299.2,15657814.269999998
338,2006-06-05,88515.06999999844,11200,15715425.599999998,15803940.669999996
339,2006-06-06,88515.06999999844,11200,15670390.4,15758905.469999999
340,2006-06-07,88515.06999999844,11200,14786609.6,14875124.669999998
341,2006-06-08,88515.06999999844,11200,14850964.8,14939479.87
342,2006-06-09,88515.06999999844,11200,14494872.0,14583387.069999998
343,2006-06-12,88515.06999999844,11200,14533904.0,14622419.069999998
344,2006-06-13,88515.06999999844,11200,14540691.200000001,14629206.27
345,2006-06-14,88515.06999999844,11200,14379456.000000002,14467971.07
346,2006-06-15,88515.06999999844,11200,14396312.0,14484827.069999998
347,2006-06-16,88515.06999999844,11200,14761712.0,14850227.069999998
348,2006-06-19,88515.06999999844,11200,14950801.599999998,15039316.669999996
349,2006-06-20,88515.06999999844,11200,14988097.6,15076612.669999998
350,2006-06-21,88515.06999999844,11200,14935558.400000004,15024073.470000003
351,2006-06-22,88515.06999999844,11200,14913393.600000001,15001908.67
352,2006-06-23,88515.06999999844,11200,15001795.2,15090310.269999998
353,2006-06-26,88515.06999999844,11200,15270225.599999998,15358740.669999996
354,2006-06-27,88515.06999999844,11200,15275635.2,15364150.269999998
355,2006-06-28,88515.06999999844,11200,15264312.0,15352827.069999998
356,2006-06-29,88515.06999999844,11200,15625388.8,15713903.87
357,2006-06-30,88515.06999999844,11200,15612385.6,15700900.669999998
358,2006-07-03,88515.06999999844,11200,15907673.6,15996188.669999998
359,2006-07-04,88515.06999999844,11200,15803345.6,15891860.669999998
360,2006-07-05,88515.06999999844,11200,15601700.8,15690215.87
361,2006-07-06,88515.06999999844,11200,15889160.0,15977675.069999998
362,2006-07-07,88515.06999999844,11200,15796804.8,15885319.87
363,2006-07-10,88515.06999999844,11200,15815788.8,15904303.87
364,2006-07-11,88515.06999999844,11200,15888040.0,15976555.069999998
365,2006-07-12,88515.06999999844,11200,15895028.799999995,15983543.869999994
366,2006-07-13,88515.06999999844,11200,15076185.6,15164700.669999998
367,2006-07-14,88515.06999999844,11200,15199844.799999999,15288359.869999997
368,2006-07-17,88515.06999999844,11200,15369244.799999999,15457759.869999997
369,2006-07-18,88515.06999999844,11200,15382259.200000005,15470774.270000003
370,2006-07-19,88515.06999999844,11200,14970412.8,15058927.87
371,2006-07-20,88515.06999999844,11200,15066172.799999999,15154687.869999997
372,2006-07-21,88515.06999999844,11200,15187569.6,15276084.669999998
373,2006-07-24,88515.06999999844,11200,15210966.4,15299481.469999999
374,2006-07-25,88515.06999999844,11200,15390704.0,15479219.069999998
375,2006-07-26,88515.06999999844,11200,15358504.0,15447019.069999998
376,2006-07-27,88515.06999999844,11200,15182104.0,15270619.069999998
377,2006-07-28,88515.06999999844,11200,15023601.599999998,15112116.669999996
378,2006-07-31,88515.06999999844,11200,14496473.6,14584988.669999998
379,2006-08-01,88515.06999999844,11200,14359038.4,14447553.469999999
380,2006-08-02,88515.06999999844,11200,14280985.6,14369500.669999998
381,2006-08-03,88515.06999999844,11200,14243532.799999999,14332047.869999997
382,2006-08-04,88515.06999999844,11200,13909369.6,13997884.669999998
383,2006-08-07,88515.06999999844,11200,13709942.4,13798457.469999999
384,2006-08-08,88515.06999999844,11200,14026723.2,14115238.269999998
385,2006-08-09,88515.06999999844,11200,14014537.6,14103052.669999998
386,2006-08-10,88515.06999999844,11200,14240497.6,14329012.669999998
387,2006-08-11,88515.06999999844,11200,14287324.8,14375839.87
388,2006-08-14,88515.06999999844,11200,13952075.2,14040590.269999998
389,2006-08-15,88515.06999999844,11200,14177665.600000001,14266180.67
390,2006-08-16,88515.06999999844,11200,14375950.4,14464465.469999999
391,2006-08-17,88515.06999999844,11200,14242222.4,14330737.469999999
392,2006-08-18,88515.06999999844,11200,14200099.2,14288614.269999998
393,2006-08-21,88515.06999999844,11200,14230294.399999999,14318809.469999997
394,2006-08-22,88515.06999999844,11200,14395001.6,14483516.669999998
395,2006-08-23,88515.06999999844,11200,14399616.0,14488131.069999998
396,2006-08-24,88515.06999999844,11200,14474891.200000001,14563406.27
397,2006-08-25,88515.06999999844,11200,14508894.399999999,14597409.469999997
398,2006-08-28,88515.06999999844,11200,14850012.8,14938527.87
399,2006-08-29,88515.06999999844,11200,14897736.0,14986251.069999998
400,2006-08-30,88515.06999999844,11200,14948315.200000001,15036830.27
401,2006-08-31,88515.06999999844,11200,14993372.799999999,15081887.869999997
402,2006-09-01,88515.06999999844,11200,14762708.799999999,14851223.869999997
403,2006-09-04,88515.06999999844,11200,14977121.6,15065636.669999998
404,2006-09-05,88515.06999999844,11200,15015638.4,15104153.469999999
405,2006-09-06,88515.06999999844,11200,15079310.400000004,15167825.470000003
406,2006-09-07,88515.06999999844,11200,14877822.400000004,14966337.470000003
407,2006-09-08,88515.06999999844,11200,14920113.599999998,15008628.669999996
408,2006-09-11,88515.06999999844,11200,14994056.000000002,15082571.07
409,2006-09-12,88515.06999999844,11200,15093556.799999999,15182071.869999997
410,2006-09-13,88515.06999999844,11200,14989923.2,15078438.269999998
411,2006-09-14,88515.06999999844,11200,14988713.599999998,15077228.669999996
412,2006-09-15,88515.06999999844,11200,15258006.399999999,15346521.469999997
413,2006-09-18,88515.06999999844,11200,15406305.600000001,15494820.67
414,2006-09-19,88515.06999999844,11200,15437060.799999999,15525575.869999997
415,2006-09-20,88515.06999999844,11200,15438740.799999995,15527255.869999994
416,2006-09-21,88515.06999999844,11200,15538543.999999998,15627059.069999997
417,2006-09-22,15622397.509999996,0,0.0,15622397.509999996
418,2006-09-25,15622397.509999996,0,0.0,15622397.509999996
419,2006-09-26,15622397.509999996,0,0.0,15622397.509999996
420,2006-09-27,15622397.509999996,0,0.0,15622397.509999996
421,2006-09-28,15622397.509999996,0,0.0,15622397.509999996
422,2006-09-29,15622397.509999996,0,0.0,15622397.509999996
423,2006-10-09,15622397.509999996,0,0.0,15622397.509999996
424,2006-10-10,15622397.509999996,0,0.0,15622397.509999996
425,2006-10-11,15622397.509999996,0,0.0,15622397.509999996
426,2006-10-12,15622397.509999996,0,0.0,15622397.509999996
427,2006-10-13,15622397.509999996,0,0.0,15622397.509999996
428,2006-10-16,15622397.509999996,0,0.0,15622397.509999996
429,2006-10-17,15622397.509999996,0,0.0,15622397.509999996
430,2006-10-18,15622397.509999996,0,0.0,15622397.509999996
431,2006-10-19,15622397.509999996,0,0.0,15622397.509999996
432,2006-10-20,15622397.509999996,0,0.0,15622397.509999996
433,2006-10-23,15622397.509999996,0,0.0,15622397.509999996
434,2006-10-24,15622397.509999996,0,0.0,15622397.509999996
435,2006-10-25,15622397.509999996,0,0.0,15622397.509999996
436,2006-10-26,15622397.509999996,0,0.0,15622397.509999996
